Unnamed: 0,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver
9043,DX Gashacon Sword for Ex-Aid Henshin,FAMILY,,17,42.0,1000,Free,0.0,Everyone,Simulation,"July 14, 2018",1,4.1 and up
9044,DX Simulation Belt for Build henshin,FAMILY,4.5,182,39.0,10000,Free,0.0,Everyone,Simulation,"July 11, 2018",2,4.1 and up
9046,DX Simulation for Kabuto Henshin Belt 2018,FAMILY,4.6,14,7.2,5000,Free,0.0,Everyone,Simulation,"August 6, 2018",1.5,4.0.3 and up
9047,DX Simulation for Decade Henshin Belt 2018,FAMILY,,23,10.0,5000,Free,0.0,Everyone,Simulation,"August 6, 2018",1.6,4.0 and up
9048,Elemental Galaxy Dx - Match3,FAMILY,4.0,127,14.0,10000,Free,0.0,Everyone,Puzzle,"March 11, 2014",1.0.9,2.2 and up
9049,DX Simulation for Double Dx Henshin Belt 2018,FAMILY,4.6,33,11.0,5000,Free,0.0,Everyone,Simulation,"August 6, 2018",1.5,4.0.3 and up
9050,Mircules DX Cluster Lite,COMMUNICATION,4.5,51,21.0,5000,Free,0.0,Everyone,Communication,"May 10, 2016",3,4.1 and up
9051,DX Simulation Belt for Decade henshin,FAMILY,4.5,64,32.0,5000,Free,0.0,Everyone,Simulation,"July 27, 2018",3,4.1 and up
9052,Chronolink DX Lite,FAMILY,,2,47.0,10,Free,0.0,Everyone,Puzzle,"October 9, 2017",1,4.1 and up
9055,Human Dx,MEDICAL,4.8,6,16.0,500,Free,0.0,Everyone,Medical,"August 4, 2018",Human Dx,6.0 and up
9059,MBU DX Cluster,TOOLS,4.0,5,1.6,500,Free,0.0,Everyone,Tools,"June 16, 2015",0.0.1,2.3.3 and up
9061,Cloud DX Connected Health,HEALTH_AND_FITNESS,5.0,6,11.0,100,Free,0.0,Everyone,Health & Fitness,"July 19, 2017",1.7.10713 (281),4.4 and up
9062,DX Simulation for X-aid Dx Belt,FAMILY,4.0,35,48.0,5000,Free,0.0,Everyone,Simulation,"August 4, 2018",1.6,4.1 and up
9067,Dx Ludo,FAMILY,3.6,215,2.6,50000,Free,0.0,Everyone,Puzzle,"April 18, 2011",1,2.1 and up
9068,My Dy Dice - 3D Dice Roller,LIFESTYLE,4.2,9,22.0,100,Free,0.0,Everyone,Lifestyle,"September 20, 2016",1.01,4.1 and up
9069,Dy So Exam,FAMILY,3.0,6,3.2,1000,Free,0.0,Everyone,Education,"July 3, 2017",1,2.3 and up
9071,Dr. D. Y. Patil Vidyapeeth GBS,FAMILY,4.0,3,5.3,100,Free,0.0,Everyone,Education,"February 14, 2017",1.0.1702140017,4.1 and up
9072,edp re:dy smarthome,TOOLS,3.4,30,22.0,5000,Free,0.0,Everyone,Tools,"June 7, 2017",1.2.2,4.1 and up
9073,KPS CHAUHAN DY/DX,FAMILY,4.9,37,10.0,100,Free,0.0,Everyone,Education,"July 28, 2018",1.0.32.1,4.1 and up
9074,DY Fitness,HEALTH_AND_FITNESS,,0,43.0,10,Free,0.0,Everyone,Health & Fitness,"August 6, 2018",4.4.1,4.1 and up
9075,dy n fly,LIFESTYLE,,1,4.8,50,Free,0.0,Everyone,Lifestyle,"March 5, 2018",1.0.3,4.0 and up
9076,Cnady Selfie : You Can Dy Snap Camera,PERSONALIZATION,,8,20.0,1000,Free,0.0,Everyone,Personalization,"January 6, 2018",2.6,4.1 and up
9077,junainfo.dy.fi,TRAVEL_AND_LOCAL,,8,1.9,100,Free,0.0,Everyone,Travel & Local,"October 21, 2015",0.0.9,4.0 and up
9078,DY TECHNICAL GYAN,BUSINESS,4.0,2,3.3,10,Free,0.0,Everyone,Business,"January 17, 2018",1.1.0,4.0 and up
9079,JONACK (D Story Teller),FAMILY,4.4,152,1.2,10000,Free,0.0,Everyone,Entertainment,"November 28, 2015",1,2.2 and up
9080,American Sniper City Fight Shooting Assassin,GAME,4.1,395,54.0,50000,Free,0.0,Teen,Action,"November 24, 2017",1.4,2.3 and up
9081,Guardians of Ancora,FAMILY,4.4,969,26.0,50000,Free,0.0,Everyone,Educational;Action & Adventure,"July 20, 2018",2.9.1,2.3.3 and up
9084,Cute Dolphin Keyboard,PERSONALIZATION,4.5,237,6.4,10000,Free,0.0,Everyone,Personalization,"July 30, 2018",1.279.13.93,4.0.3 and up
9085,Truck Transport Raw Material,FAMILY,4.2,632,50.0,100000,Free,0.0,Everyone,Simulation,"July 20, 2018",1.4,4.1 and up
9086,Hidden Camera Detector,TOOLS,3.9,167,2.5,10000,Free,0.0,Everyone,Tools,"November 8, 2017",1,4.0.3 and up
9087,DYPhyzio-Physiology Forum,FAMILY,,4,1.3,100,Free,0.0,Everyone,Education,"August 22, 2017",1.1,4.1 and up
9089,DYPSOET,FAMILY,5.0,8,7.4,50,Free,0.0,Everyone,Education,"August 7, 2018",1.0.2,4.1 and up
9090,Triceratops - Dino Robot,FAMILY,4.4,3032,30.0,1000000,Free,0.0,Everyone,Casual,"December 18, 2017",1.2.3,4.0 and up
9091,Differential Equations Steps,FAMILY,3.6,1185,3.9,100000,Free,0.0,Everyone,Education,"April 11, 2017",5.3.0,4.0.3 and up
9092,Dz Dinars Numbers to letters,PRODUCTIVITY,4.7,2807,9.8,100000,Free,0.0,Everyone,Productivity,"December 15, 2016",0.74 11.12.2016,4.0.3 and up
9093,dz NEWS Algerie,NEWS_AND_MAGAZINES,4.2,2318,4.5,100000,Free,0.0,Everyone,News & Magazines,"December 13, 2014",2.3,2.3 and up
9094,Siyaha Dz,TRAVEL_AND_LOCAL,4.5,289,9.8,10000,Free,0.0,Everyone,Travel & Local,"March 13, 2018",2.6.3,4.2 and up
9095,CCP DZ : Fill out a check | Number in letters DZD,FINANCE,4.7,642,3.2,10000,Free,0.0,Everyone,Finance,"April 27, 2018",2018-04-27,4.0 and up
9097,DZ Mobile Market,SHOPPING,,59,6.0,10000,Free,0.0,Everyone,Shopping,"February 1, 2018",1.0.3-DzMobile,4.0.3 and up
9098,3G DZ Configuration,COMMUNICATION,4.3,488,2.5,50000,Free,0.0,Everyone,Communication,"November 19, 2015",6.2.3,3.0 and up
9099,3G/4G Config Dz,TOOLS,4.2,2058,2.3,100000,Free,0.0,Everyone,Tools,"May 15, 2017",3.0.2,4.0 and up
9102,IRIS : Customer Service - DZ Algeria,TRAVEL_AND_LOCAL,4.7,57,7.0,1000,Free,0.0,Everyone,Travel & Local,"March 10, 2018",2018-03,4.0 and up
9103,Numbers Into Words,PRODUCTIVITY,4.4,457,0.6,50000,Free,0.0,Everyone,Productivity,"May 6, 2014",1.2,2.1 and up
9105,Météo Algérie DZ,WEATHER,4.1,1238,4.7,100000,Free,0.0,Everyone,Weather,"December 17, 2014",1.1.6,2.3 and up
9106,DZ Popup Video Player,VIDEO_PLAYERS,4.5,83,4.5,5000,Free,0.0,Everyone,Video Players & Editors,"May 16, 2018",4.6,4.1 and up
9107,DZ PROMOS - Promotions & Sale Alerts in Algeria,SHOPPING,4.1,331,10.0,50000,Free,0.0,Everyone,Shopping,"August 10, 2017",2.51,4.0.3 and up
9108,JNews DZ - Algerian Newspapers,NEWS_AND_MAGAZINES,4.0,146,3.0,10000,Free,0.0,Everyone,News & Magazines,"July 16, 2016",2.4,2.3 and up
9109,DZ-JOKER,GAME,,6,18.0,100,Free,0.0,Everyone,Arcade,"May 4, 2017",1,2.3 and up
9110,Super ball DZ,GAME,,24,32.0,1000,Free,0.0,Teen,Action,"September 21, 2017",1.0.4,4.1 and up
9111,Ouedkniss,SHOPPING,4.3,10355,0.8,1000000,Free,0.0,Teen,Shopping,"June 19, 2018",1.5.1,4.0 and up
9112,Files To SD Card Pro,TOOLS,4.2,994,2.8,100000,Free,0.0,Everyone,Tools,"May 18, 2018",6.0.0,5.0 and up
9113,News Dz,SOCIAL,,3,9.9,10,Free,0.0,Everyone,Social,"July 19, 2017",1,4.0 and up
9114,My Ooredoo Algeria,TOOLS,4.2,3606,17.0,100000,Free,0.0,Everyone,Tools,"June 24, 2018",1.22.1,4.4 and up
9115,Currency Exchange DZ,FINANCE,,4,2.5,1000,Free,0.0,Everyone,Finance,"November 10, 2016",1,2.3 and up
9116,PHARMAGUIDE (DZ),HEALTH_AND_FITNESS,4.1,131,3.4,5000,Free,0.0,Everyone,Health & Fitness,"April 1, 2016",1.06,1.6 and up
9117,لعبة تقدر تربح DZ,FAMILY,4.2,238,6.8,10000,Free,0.0,Everyone,Education,"November 18, 2016",6.0.0.0,4.1 and up
9118,DEM DZ,HEALTH_AND_FITNESS,,2,1.0,100,Free,0.0,Teen,Health & Fitness,"November 13, 2017",1,2.3.3 and up
9119,chat dz,COMMUNICATION,5.0,8,29.0,100,Free,0.0,Teen,Communication,"March 14, 2018",1,4.1 and up
9120,Devise Dz,FINANCE,4.0,26,3.6,1000,Free,0.0,Everyone,Finance,"May 29, 2017",1.0.0,4.0 and up
9122,Ludo Dz,GAME,4.5,17,28.0,500,Free,0.0,Everyone,Board,"August 27, 2017",1,4.1 and up
9123,ONEC DZ,FAMILY,,40,3.1,1000,Free,0.0,Everyone,Education,"June 13, 2018",4,4.0.3 and up
9124,Agent HQ for The Division,FAMILY,4.1,1060,2.5,100000,Free,0.0,Everyone,Entertainment,"February 17, 2018",0.35,4.0.3 and up
9125,DZ Urgences,FAMILY,,16,1.6,500,Free,0.0,Everyone,Education,"December 21, 2016",2,4.0 and up
9126,infirmiers,MEDICAL,4.7,125,23.0,10000,Free,0.0,Everyone,Medical,"June 7, 2018",12,4.0.3 and up
9127,DZ sim,TOOLS,4.4,417,15.0,10000,Free,0.0,Everyone,Tools,"April 26, 2018",3,4.2 and up
9128,Tuberculose Dz,MEDICAL,4.9,26,6.1,1000,Free,0.0,Everyone,Medical,"November 6, 2016",1.0.7,4.1 and up
9129,DZ Fly Algérie Horaire Vols,TRAVEL_AND_LOCAL,3.6,114,10.0,10000,Free,0.0,Everyone,Travel & Local,"October 31, 2016",2,4.0 and up
9130,3G to 4G Converter - Simulator,TOOLS,4.2,268,2.4,10000,Free,0.0,Everyone,Tools,"February 21, 2018",3.0.0,4.1 and up
9131,dekoreko-dz,SHOPPING,,16,4.6,500,Free,0.0,Everyone,Shopping,"March 3, 2018",1.0.0,4.0.3 and up
9132,ChangeDA - Cours du DZD sur le marché parallèle,FINANCE,4.4,188,3.3,10000,Free,0.0,Everyone,Finance,"July 28, 2018",2.5,4.2 and up
9133,dz press,NEWS_AND_MAGAZINES,,30,10.0,1000,Free,0.0,Everyone,News & Magazines,"July 30, 2015",1.8,4.0 and up
9134,Tunisian Dinar: Exchange rate,FINANCE,4.5,625,3.8,10000,Free,0.0,Everyone,Finance,"March 30, 2018",2.1,4.0 and up
9135,love sms good morning,COMMUNICATION,4.2,10,3.1,5000,Free,0.0,Everyone,Communication,"April 28, 2016",1,2.3 and up
9136,Dz Camera,TOOLS,,1,33.0,10,Free,0.0,Everyone,Tools,"November 19, 2017",1,4.3 and up
9137,quran-DZ,SOCIAL,,0,6.2,10,Free,0.0,Teen,Social,"June 13, 2018",1.1,4.2 and up
9138,DZ Blagues,FAMILY,4.2,580,2.1,10000,Free,0.0,Everyone,Entertainment,"December 19, 2012",1.3,2.1 and up
9139,DZ Register,PRODUCTIVITY,,0,18.0,1,Free,0.0,Everyone,Productivity,"July 31, 2018",1.0.6,4.1 and up
9150,Dungeon Keeper,FAMILY,4.0,69574,45.0,500000,Free,0.0,Everyone 10+,Strategy,"May 24, 2018",1.8.91,4.1 and up
9155,EA Plus,TRAVEL_AND_LOCAL,2.5,12,12.0,1000,Free,0.0,Everyone,Travel & Local,"November 3, 2017",1.4,4.0.3 and up
9157,POGO Games,FAMILY,3.8,32600,26.0,1000000,Free,0.0,Everyone,Casual,"February 22, 2017",1.4.10,4.1 and up
9161,Heroes of Dragon Age,GAME,4.2,70389,28.0,1000000,Free,0.0,Teen,Action,"May 9, 2018",5.3.1,2.3.3 and up
9169,Mirror’s Edge™ Companion,GAME,3.4,1995,43.0,100000,Free,0.0,Everyone,Action,"June 28, 2016",1.2.2,4.4 and up
9172,Gear.Club - True Racing,GAME,4.4,140658,37.0,1000000,Free,0.0,Everyone,Racing,"August 1, 2018",1.21.2,4.3 and up
9173,Plants vs. Zombies™ Watch Face,FAMILY,3.5,33178,3.1,1000000,Free,0.0,Everyone,Casual,"February 2, 2015",1.0.5,4.3 and up
9175,Typical EA Game,FAMILY,4.6,33,3.3,100,Free,0.0,Everyone,Casual,"November 18, 2017",1,4.0 and up
9176,EB Mobile,FAMILY,1.7,1172,5.6,10000,Free,0.0,Everyone,Education,"October 9, 2017",1.1.2,4.1 and up
9177,EB Events,TRAVEL_AND_LOCAL,3.3,97,16.0,10000,Free,0.0,Everyone,Travel & Local,"January 27, 2016",1.6,4.0 and up
9178,i am EB,PHOTOGRAPHY,5.0,1,5.4,10,Free,0.0,Teen,Photography,"February 1, 2017",1,4.1 and up
9179,EB-Link,BUSINESS,4.8,6,11.0,100,Free,0.0,Everyone,Business,"June 7, 2018",1.2.7,4.2 and up
9180,Debra Care Conference,BUSINESS,,0,30.0,50,Free,0.0,Everyone,Business,"June 15, 2018",5.29.02,5.0 and up
9181,Exchange Bank - EB Mobile,FINANCE,4.6,8,31.0,1000,Free,0.0,Everyone,Finance,"May 2, 2018",18.1.79,5.0 and up
9182,TANGEDCO Mobile App (Official),BUSINESS,3.3,2915,3.3,500000,Free,0.0,Everyone,Business,"November 3, 2017",1.0.2,4.4 and up
9183,EB-TV,SPORTS,,6,30.0,1000,Free,0.0,Everyone,Sports,"May 25, 2018",2.2.1,4.4 and up
9184,Free E B Garamond Cool Font,PERSONALIZATION,4.2,410,6.1,100000,Free,0.0,Everyone,Personalization,"April 20, 2018",33,4.0.3 and up
9185,EB Kit,BUSINESS,,4,5.2,100,Free,0.0,Everyone,Business,"May 15, 2018",1.2,4.1 and up
9186,Epson iProjection,PRODUCTIVITY,3.5,3930,18.0,1000000,Free,0.0,Everyone,Productivity,"March 22, 2018",3.0.0,4.0 and up
9187,TN e Sevai TN EB Bill Patta Citta EC Birth All Hub,SOCIAL,3.7,23,16.0,5000,Free,0.0,Everyone,Social,"April 26, 2018",1,4.1 and up
9188,EB Scanner,PRODUCTIVITY,5.0,9,25.0,50,Free,0.0,Everyone,Productivity,"February 11, 2018",1.7.8,4.0.3 and up
9189,TNEB Bill Online Payment (Tamil),SOCIAL,,7,2.3,5000,Free,0.0,Teen,Social,"July 13, 2018",2,4.0.3 and up
9190,EB Demo for Android,FAMILY,,0,13.0,10,Free,0.0,Teen,Entertainment,"May 17, 2017",1,4.1 and up
9192,Mental Hospital:EB 2 Lite,GAME,4.1,5341,8.8,100000,Free,0.0,Teen,Action,"April 30, 2014",1,4.0 and up
9193,EB Annual Meetings,BOOKS_AND_REFERENCE,3.5,11,15.0,1000,Free,0.0,Everyone,Books & Reference,"April 13, 2018",9.4.7.6,4.0 and up
9194,UP EB Bill Payment & Details,SOCIAL,5.0,3,2.4,50,Free,0.0,Teen,Social,"July 11, 2018",2,4.0 and up
9196,Tamilnadu EB Online Payment,FINANCE,3.7,155,3.9,100000,Free,0.0,Everyone,Finance,"July 30, 2018",1.0.0,4.0.3 and up
9197,Online Kerala EB Bill Pay,FINANCE,4.0,37,3.9,5000,Free,0.0,Everyone,Finance,"November 16, 2017",1.0.0,4.0.3 and up
9198,EB Remote Deposit,BUSINESS,,0,9.0,10,Free,0.0,Everyone,Business,"May 10, 2018",5.1,4.1 and up
9199,EB-Chat – For my Events,EVENTS,,2,21.0,10,Free,0.0,Teen,Events,"November 16, 2017",1.4,3.0 and up
9200,বাংলাflix,FAMILY,4.2,1111,7.3,100000,Free,0.0,Everyone,Entertainment,"June 5, 2018",3.6.1,4.1 and up
9201,EB Experience,LIFESTYLE,,0,1.8,1,Free,0.0,Everyone,Lifestyle,"October 19, 2017",1,4.0.3 and up
9202,TNEB Quick Pay Easy,FINANCE,4.5,28,1.4,10000,Free,0.0,Teen,Finance,"January 29, 2018",1,3.0 and up
9203,TNEB,BUSINESS,3.8,1777,0.9,100000,Free,0.0,Everyone,Business,"May 18, 2014",1,2.2 and up
9204,TNEB Bill Checker / TNEB Bill Status,FINANCE,2.5,2,5.0,1000,Free,0.0,Everyone,Finance,"March 3, 2018",2,4.0.3 and up
9205,Skin Disease,BEAUTY,4.0,1,2.2,100,Free,0.0,Everyone,Beauty,"August 30, 2017",1,2.2 and up
9207,Bihar Land Records - RoR and EB Quick Pay,TOOLS,4.0,8,2.2,1000,Free,0.0,Everyone,Tools,"August 7, 2018",1.0.1,5.0 and up
9208,TNEB Reading,TOOLS,4.1,28,2.5,10000,Free,0.0,Everyone,Tools,"October 19, 2017",1.3,4.1 and up
9209,Eb & flow Yoga Studio,HEALTH_AND_FITNESS,,0,7.3,10,Free,0.0,Everyone,Health & Fitness,"July 9, 2018",4.2.2,4.1 and up
9212,Tamilnadu Electricity Info,TOOLS,3.6,216,0.8,10000,Free,0.0,Everyone,Tools,"November 9, 2014",2,1.0 and up
9213,Punjab Online - Land Records • EB Bill Pay • RC/DL,TOOLS,3.4,16,4.0,5000,Free,0.0,Everyone,Tools,"August 7, 2018",1,5.0 and up
9214,"energyly (TNEB,BESCOM,MH,DL..)",TOOLS,3.9,627,4.1,10000,Free,0.0,Everyone,Tools,"February 21, 2017",6,4.0 and up
9215,Paraglider Dashboard,SPORTS,4.6,549,2.8,50000,Free,0.0,Everyone,Sports,"March 3, 2018",2.1.4,4.0 and up
9217,Exército Brasileiro,PRODUCTIVITY,4.7,1730,16.0,100000,Free,0.0,Everyone,Productivity,"February 1, 2018",1.5,4.1 and up
9218,EB Cash Collections,BUSINESS,5.0,1,4.3,5,Free,0.0,Everyone,Business,"July 31, 2018",1.1,4.4 and up
9219,TN Electricity (TNEB),LIFESTYLE,3.9,73,3.8,10000,Free,0.0,Everyone,Lifestyle,"December 21, 2016",8,2.3 and up
9221,"Call Blocker - Blacklist, SMS Blocker",COMMUNICATION,4.2,30350,3.7,1000000,Free,0.0,Everyone,Communication,"January 16, 2018",10.0.0,4.1 and up
9223,EC - AP & Telangana,BOOKS_AND_REFERENCE,3.5,10,3.0,5000,Free,0.0,Everyone,Books & Reference,"November 10, 2017",1,4.0.3 and up
9224,TN EC Online New,SOCIAL,,7,2.3,1000,Free,0.0,Teen,Social,"July 21, 2018",2.1,4.0 and up
9225,"TN Patta, Chitta, EC",TOOLS,4.1,633,3.8,100000,Free,0.0,Everyone,Tools,"October 21, 2016",6.7,2.3 and up
9226,TN Patta Chitta EC Info,TOOLS,4.2,1611,2.7,100000,Free,0.0,Everyone,Tools,"August 6, 2018",5,4.4 and up
9228,EC Security,LIFESTYLE,4.5,13,28.0,1000,Free,0.0,Everyone,Lifestyle,"May 9, 2017",1.17.0.0,2.3.3 and up
9229,TN Patta Citta & EC,BOOKS_AND_REFERENCE,3.8,48,1.5,10000,Free,0.0,Everyone,Books & Reference,"March 27, 2018",1,3.0 and up
9230,EC - Encumbrance Search - telangana state,BUSINESS,3.4,45,5.5,10000,Free,0.0,Everyone,Business,"June 18, 2017",1,2.3 and up
9231,Ec Solutions Mobile,BUSINESS,,0,4.0,10,Free,0.0,Everyone,Business,"November 20, 2016",1.02,4.1 and up
9232,Encumbrance Certificate - (Obsolete),BUSINESS,3.9,184,0.0,50000,Free,0.0,Everyone,Business,"August 12, 2014",1.1,2.3 and up
9233,"My Handbook : EE, EC, EI, E&T, EEE, EECS",FAMILY,4.5,3776,7.7,100000,Free,0.0,Everyone,Education,"July 24, 2017",8.07.021,4.0 and up
9234,ec-Work,PRODUCTIVITY,,3,26.0,100,Free,0.0,Everyone,Productivity,"July 9, 2018",1.12,5.0 and up
9235,ec.tv,LIFESTYLE,,0,8.6,50,Free,0.0,Everyone,Lifestyle,"November 11, 2016",1,4.1 and up
9236,EC-HRV test,SPORTS,3.0,9,4.3,1000,Free,0.0,Everyone,Sports,"July 26, 2018",3.9.13,4.4 and up
9237,EC MANAGER,VIDEO_PLAYERS,,2,17.0,100,Free,0.0,Everyone,Video Players & Editors,"June 13, 2018",8.3.13.6,4.1 and up
9238,Barry EC,TOOLS,4.1,14,3.8,1000,Free,0.0,Everyone,Tools,"December 18, 2017",1.278.0037,2.3.3 and up
9239,New Holland Agriculture T5 EC,PRODUCTIVITY,4.6,12,15.0,1000,Free,0.0,Everyone,Productivity,"February 24, 2017",1.2,4.0.3 and up
9240,tv-ec,FAMILY,,1,3.4,50,Free,0.0,Everyone,Entertainment,"April 7, 2018",8.1,4.0.3 and up
9241,EC Taximeter,PRODUCTIVITY,3.9,162,5.0,10000,Free,0.0,Everyone,Productivity,"May 14, 2018",3.0.21,4.0 and up
9242,Walk Freely (Ec Shlire),TOOLS,4.7,62,2.3,1000,Free,0.0,Everyone,Tools,"November 13, 2017",1.1.3,4.1 and up
9243,EC Apps List,TOOLS,4.5,2,1.6,100,Free,0.0,Everyone,Tools,"February 12, 2015",1.3,4.0 and up
9244,AP Stamps and Registration,BOOKS_AND_REFERENCE,3.4,82,2.7,10000,Free,0.0,Everyone,Books & Reference,"March 27, 2018",2,3.0 and up
9245,EC Calgary,FAMILY,5.0,6,8.1,100,Free,0.0,Teen,Education,"June 26, 2018",3.8.0,4.1 and up
9246,Victoria EC,TOOLS,5.0,5,3.8,500,Free,0.0,Everyone,Tools,"March 30, 2018",1.283.0037,2.3.3 and up
9247,EC SPORTS,SPORTS,5.0,1,6.3,10,Free,0.0,Everyone,Sports,"May 26, 2015",4.1.1,2.3.3 and up
9248,ECナビ×シュフー,LIFESTYLE,4.0,576,7.4,50000,Free,0.0,Everyone,Lifestyle,"June 7, 2018",1.0.2,4.0 and up
9249,EC Designer 2.0,TOOLS,,0,12.0,50,Free,0.0,Everyone,Tools,"July 9, 2018",0.0.44,4.0 and up
9250,Arrayanes EC,LIFESTYLE,,2,7.9,100,Free,0.0,Everyone,Lifestyle,"June 27, 2018",3.5,4.4 and up
9251,EC Reps,BUSINESS,4.0,1,5.4,100,Free,0.0,Everyone,Business,"March 15, 2017",1.1,4.0 and up
9252,EC QR,PRODUCTIVITY,,0,4.0,10,Free,0.0,Everyone,Productivity,"July 24, 2018",1.0.2,4.1 and up
9253,EC Tax,FINANCE,4.9,8,3.1,500,Free,0.0,Everyone,Finance,"February 9, 2018",1.2,4.0.3 and up
9254,EC Fairgrounds,FAMILY,5.0,3,5.5,500,Free,0.0,Everyone,Entertainment,"July 13, 2018",erie1.3.23.42-release,4.4 and up
9255,CompactiMa EC pH Calibration,BOOKS_AND_REFERENCE,,0,8.4,100,Free,0.0,Everyone,Books & Reference,"December 22, 2016",1.1.2,4.1 and up
9256,Kiamichi EC,TOOLS,4.6,7,3.9,1000,Free,0.0,Everyone,Tools,"February 23, 2018",1.283.0037,2.3.3 and up
9257,EC Games Datecs,SPORTS,,76,0.3,10000,Free,0.0,Everyone,Sports,"February 12, 2016",4.4,2.1 and up
9258,TN Patta /Chitta /EC New,SOCIAL,4.8,5,3.0,100,Free,0.0,Teen,Social,"July 20, 2018",1,4.0 and up
9259,HOLSTON EC,TOOLS,4.1,7,4.2,1000,Free,0.0,Everyone,Tools,"January 23, 2018",1.278.0037,2.3.3 and up
9260,FILL EC,BUSINESS,4.1,13,3.8,100,Free,0.0,Everyone,Business,"April 23, 2018",1,4.0.3 and up
9261,Marítimo EC,TOOLS,,1,5.3,10,Free,0.0,Everyone,Tools,"February 14, 2018",1.9.8,4.0 and up
9262,EC-Contractors,HOUSE_AND_HOME,,0,6.0,1,Free,0.0,Everyone,House & Home,"April 25, 2018",14.01,4.0.3 and up
9263,GATE Syllabus for EC 2018 & Notifications,FAMILY,4.7,23,4.3,1000,Free,0.0,Everyone,Education,"August 28, 2017",1.3,4.4 and up
9264,EC Sampler,PRODUCTIVITY,,0,30.0,1,Free,0.0,Everyone,Productivity,"July 31, 2018",1.4,4.0.3 and up
9265,EC Mover,GAME,5.0,5,4.6,10,Free,0.0,Everyone,Racing,"August 1, 2018",1.11,4.0.3 and up
9266,SCS eC,PRODUCTIVITY,4.4,7,17.0,100,Free,0.0,Everyone,Productivity,"October 21, 2016",1.0.1,4.1 and up
9267,My EF,FAMILY,3.3,4114,14.0,100000,Free,0.0,Everyone,Education,"July 10, 2018",3.29,4.2 and up
9268,EF Mentor: Words,FAMILY,4.0,403,39.0,50000,Free,0.0,Teen,Education,"July 30, 2018",1.7.0.00115,4.1 and up
9269,EF Smart English for Phone,FAMILY,3.5,208,13.0,10000,Free,0.0,Everyone,Education,"June 29, 2018",1.2.1,4.4 and up
9270,My EF Center,FAMILY,2.8,89,35.0,10000,Free,0.0,Everyone,Education,"July 23, 2018",1.10.0,4.4 and up
9271,EF Mentor: Sounds,FAMILY,,19,6.9,5000,Free,0.0,Everyone,Education,"August 16, 2017",1.0.1.00613,4.1 and up
9272,EF English Live Business,FAMILY,3.6,496,14.0,100000,Free,0.0,Everyone,Education,"May 4, 2018",2.0.1,4.4 and up
9273,EF Classroom,FAMILY,3.2,190,23.0,50000,Free,0.0,Everyone,Education,"July 23, 2018",3.0.0.2927,5.0 and up
9274,EF English Live for phone,FAMILY,3.6,2210,15.0,100000,Free,0.0,Everyone,Education,"July 24, 2018",3.1.0,5.0 and up
9275,EF Smart English,FAMILY,3.7,150,11.0,5000,Free,0.0,Everyone,Education,"June 11, 2018",1.6.0,4.4 and up
9276,EF English Live Business Tablet,FAMILY,3.3,279,14.0,10000,Free,0.0,Everyone,Education,"December 25, 2017",1.6.6,4.4 and up
9277,EF English Live for tablets,FAMILY,3.1,1242,14.0,50000,Free,0.0,Everyone,Education,"April 24, 2018",1.7.0,4.4 and up
9278,EF Parеnts,FAMILY,4.1,435,17.0,50000,Free,0.0,Everyone,Education,"June 21, 2018",3.1.0,4.1 and up
9279,EF Teacher,FAMILY,3.1,16,17.0,1000,Free,0.0,Everyone,Education,"April 19, 2018",1.6,4.1 and up
9280,English Bite,FAMILY,3.5,268,9.8,10000,Free,0.0,Everyone,Education,"January 25, 2016",1.3.0,4.0 and up
9281,EF/VR – VR Tours of EF Schools,FAMILY,3.6,17,15.0,1000,Free,0.0,Teen,Education,"September 15, 2015",1.0.05,4.0 and up
9282,EF Events,EVENTS,5.0,7,4.4,100,Free,0.0,Teen,Events,"October 5, 2017",Varies with device,Varies with device
9283,EF Go Ahead Tour Companion,TRAVEL_AND_LOCAL,2.3,23,43.0,1000,Free,0.0,Everyone,Travel & Local,"June 18, 2018",3.0.7,4.4 and up
9284,EF Summits,TRAVEL_AND_LOCAL,,0,19.0,100,Free,0.0,Everyone,Travel & Local,"May 20, 2018",1.1.3,4.4 and up
9286,EF-myHR,FINANCE,2.9,26,36.0,1000,Free,0.0,Everyone,Finance,"February 21, 2018",1.0.38,4.0 and up
9287,EF Spelling Bee,FAMILY,3.0,2,9.4,500,Free,0.0,Everyone,Education;Education,"October 12, 2017",1.2.2,4.3 and up
9288,Education First FCU Mobile,FINANCE,2.9,204,29.0,10000,Free,0.0,Everyone,Finance,"May 9, 2018",18.1.79,5.0 and up
9289,Travelmoji,FAMILY,3.9,13,10.0,500,Free,0.0,Everyone,Education,"June 24, 2016",2,4.3 and up
9290,EF Forms,BUSINESS,5.0,2,23.0,50,Free,0.0,Everyone,Business,"July 24, 2018",1.29,4.4 and up
9291,EFAmbassador,FAMILY,,5,10.0,100,Free,0.0,Everyone,Education,"July 10, 2018",1.2,5.0 and up
9292,Agenda EF,FAMILY,3.4,79,33.0,5000,Free,0.0,Everyone,Education,"May 27, 2015",1.03,3.0 and up
9293,EF App,BUSINESS,5.0,8,20.0,100,Free,0.0,Everyone,Business,"January 23, 2017",1.0.5,4.4 and up
